FIPS,County,Population Estimate 2014
42053,"Forest County, Pennsylvania",7499
42055,"Franklin County, Pennsylvania",152751
42057,"Fulton County, Pennsylvania",14604
42059,"Greene County, Pennsylvania",37783
42061,"Huntingdon County, Pennsylvania",45866
42063,"Indiana County, Pennsylvania",87597
42065,"Jefferson County, Pennsylvania",44605
42067,"Juniata County, Pennsylvania",24781
42069,"Lackawanna County, Pennsylvania",212963
42071,"Lancaster County, Pennsylvania",533650
42073,"Lawrence County, Pennsylvania",88476
42075,"Lebanon County, Pennsylvania",136657
42077,"Lehigh County, Pennsylvania",358552
42079,"Luzerne County, Pennsylvania",319079
42081,"Lycoming County, Pennsylvania",116450
42083,"McKean County, Pennsylvania",42670
42085,"Mercer County, Pennsylvania",114936
42087,"Mifflin County, Pennsylvania",46555
42089,"Monroe County, Pennsylvania",167197
42091,"Montgomery County, Pennsylvania",816350
42093,"Montour County, Pennsylvania",18444
42095,"Northampton County, Pennsylvania",300296
42097,"Northumberland County, Pennsylvania",93729
42099,"Perry County, Pennsylvania",45479
42101,"Philadelphia County, Pennsylvania",1560609
42103,"Pike County, Pennsylvania",56205
42105,"Potter County, Pennsylvania",17182
42107,"Schuylkill County, Pennsylvania",145559
42109,"Snyder County, Pennsylvania",40271
42111,"Somerset County, Pennsylvania",76334
42113,"Sullivan County, Pennsylvania",6311
42115,"Susquehanna County, Pennsylvania",41828
42117,"Tioga County, Pennsylvania",42051
42119,"Union County, Pennsylvania",44944
42121,"Venango County, Pennsylvania",53479
42123,"Warren County, Pennsylvania",40690
42125,"Washington County, Pennsylvania",208354
42127,"Wayne County, Pennsylvania",51402
42129,"Westmoreland County, Pennsylvania",359398
42131,"Wyoming County, Pennsylvania",28128
42133,"York County, Pennsylvania",440590
44001,"Bristol County, Rhode Island",49192
44003,"Kent County, Rhode Island",165019
44005,"Newport County, Rhode Island",82404
44007,"Providence County, Rhode Island",631464
44009,"Washington County, Rhode Island",126401
45001,"Abbeville County, South Carolina",24892
45003,"Aiken County, South Carolina",164758
45005,"Allendale County, South Carolina",9689
45007,"Anderson County, South Carolina",192524
45009,"Bamberg County, South Carolina",15120
45011,"Barnwell County, South Carolina",21959
45013,"Beaufort County, South Carolina",175178
45015,"Berkeley County, South Carolina",198248
45017,"Calhoun County, South Carolina",14862
45019,"Charleston County, South Carolina",380280
45021,"Cherokee County, South Carolina",56314
45023,"Chester County, South Carolina",32379
45025,"Chesterfield County, South Carolina",46124
45027,"Clarendon County, South Carolina",34082
45029,"Colleton County, South Carolina",37754
45031,"Darlington County, South Carolina",67697
45033,"Dillon County, South Carolina",31323
45035,"Dorchester County, South Carolina",148499
45037,"Edgefield County, South Carolina",26450
45039,"Fairfield County, South Carolina",23018
45041,"Florence County, South Carolina",139005
45043,"Georgetown County, South Carolina",60729
45045,"Greenville County, South Carolina",481657
45047,"Greenwood County, South Carolina",69648
45049,"Hampton County, South Carolina",20400
45051,"Horry County, South Carolina",298795
45053,"Jasper County, South Carolina",26998
45055,"Kershaw County, South Carolina",63100
45057,"Lancaster County, South Carolina",83232
45059,"Laurens County, South Carolina",66487
45061,"Lee County, South Carolina",18362
45063,"Lexington County, South Carolina",277439
45065,"McCormick County, South Carolina",9829
45067,"Marion County, South Carolina",31921
45069,"Marlboro County, South Carolina",27909
45071,"Newberry County, South Carolina",37725
45073,"Oconee County, South Carolina",75221
45075,"Orangeburg County, South Carolina",89886
45077,"Pickens County, South Carolina",120451
45079,"Richland County, South Carolina",401337
45081,"Saluda County, South Carolina",20098
45083,"Spartanburg County, South Carolina",293449
45085,"Sumter County, South Carolina",107821
45087,"Union County, South Carolina",27940
45089,"Williamsburg County, South Carolina",32790
45091,"York County, South Carolina",245051
46003,"Aurora County, South Dakota",2740
46005,"Beadle County, South Dakota",18158
46007,"Bennett County, South Dakota",3439
46009,"Bon Homme County, South Dakota",7001
46011,"Brookings County, South Dakota",33357
46013,"Brown County, South Dakota",38469
46015,"Brule County, South Dakota",5326
46017,"Buffalo County, South Dakota",2083
46019,"Butte County, South Dakota",10309
46021,"Campbell County, South Dakota",1379
46023,"Charles Mix County, South Dakota",9226
46025,"Clark County, South Dakota",3656
46027,"Clay County, South Dakota",13998
46029,"Codington County, South Dakota",27980
46031,"Corson County, South Dakota",4195
46033,"Custer County, South Dakota",8448
46035,"Davison County, South Dakota",19833
46037,"Day County, South Dakota",5560
46039,"Deuel County, South Dakota",4318
46041,"Dewey County, South Dakota",5680
46043,"Douglas County, South Dakota",2944
46045,"Edmunds County, South Dakota",3981
46047,"Fall River County, South Dakota",6864
46049,"Faulk County, South Dakota",2342
46051,"Grant County, South Dakota",7199
46053,"Gregory County, South Dakota",4223
46055,"Haakon County, South Dakota",1847
46057,"Hamlin County, South Dakota",5994
46059,"Hand County, South Dakota",3351
46061,"Hanson County, South Dakota",3412
46063,"Harding County, South Dakota",1255
46065,"Hughes County, South Dakota",17611
46067,"Hutchinson County, South Dakota",7232
46069,"Hyde County, South Dakota",1401
46071,"Jackson County, South Dakota",3285
46073,"Jerauld County, South Dakota",2026
46075,"Jones County, South Dakota",961
46077,"Kingsbury County, South Dakota",5058
46079,"Lake County, South Dakota",12287
46081,"Lawrence County, South Dakota",24777
46083,"Lincoln County, South Dakota",51507
46085,"Lyman County, South Dakota",3864
46087,"McCook County, South Dakota",5631
46089,"McPherson County, South Dakota",2418
46091,"Marshall County, South Dakota",4705
46093,"Meade County, South Dakota",26952
46095,"Mellette County, South Dakota",2092
46097,"Miner County, South Dakota",2313
46099,"Minnehaha County, South Dakota",182556
46101,"Moody County, South Dakota",6406
46102,"Oglala Lakota County, South Dakota",14272
46103,"Pennington County, South Dakota",107945
46105,"Perkins County, South Dakota",3036
46107,"Potter County, South Dakota",2329
46109,"Roberts County, South Dakota",10327
46111,"Sanborn County, South Dakota",2338
46115,"Spink County, South Dakota",6567
46117,"Stanley County, South Dakota",2958
46119,"Sully County, South Dakota",1421
46121,"Todd County, South Dakota",9977
46123,"Tripp County, South Dakota",5485
46125,"Turner County, South Dakota",8242
46127,"Union County, South Dakota",14947
46129,"Walworth County, South Dakota",5561
46135,"Yankton County, South Dakota",22693
46137,"Ziebach County, South Dakota",2814
47001,"Anderson County, Tennessee",75347
47003,"Bedford County, Tennessee",46284
47005,"Benton County, Tennessee",16109
47007,"Bledsoe County, Tennessee",14535
47009,"Blount County, Tennessee",126092
47011,"Bradley County, Tennessee",102921
47013,"Campbell County, Tennessee",39909
47015,"Cannon County, Tennessee",13725
47017,"Carroll County, Tennessee",28471
47019,"Carter County, Tennessee",56312
47021,"Cheatham County, Tennessee",39674
47023,"Chester County, Tennessee",17358
47025,"Claiborne County, Tennessee",31630
47027,"Clay County, Tennessee",7733
47029,"Cocke County, Tennessee",35230
47031,"Coffee County, Tennessee",53623
47033,"Crockett County, Tennessee",14614
47035,"Cumberland County, Tennessee",57958
47037,"Davidson County, Tennessee",668699
47039,"Decatur County, Tennessee",11733
47041,"DeKalb County, Tennessee",19211
47043,"Dickson County, Tennessee",50609
47045,"Dyer County, Tennessee",37868
47047,"Fayette County, Tennessee",39072
47049,"Fentress County, Tennessee",17867
47051,"Franklin County, Tennessee",41428
47053,"Gibson County, Tennessee",49541
47055,"Giles County, Tennessee",28917
47057,"Grainger County, Tennessee",22830
47059,"Greene County, Tennessee",68416
47061,"Grundy County, Tennessee",13464
47063,"Hamblen County, Tennessee",63022
47065,"Hamilton County, Tennessee",350545
47067,"Hancock County, Tennessee",6602
47069,"Hardeman County, Tennessee",25927
47071,"Hardin County, Tennessee",25810
47073,"Hawkins County, Tennessee",56529
47075,"Haywood County, Tennessee",18226
47077,"Henderson County, Tennessee",27991
47079,"Henry County, Tennessee",32315
47081,"Hickman County, Tennessee",24360
47083,"Houston County, Tennessee",8220
47085,"Humphreys County, Tennessee",18109
47087,"Jackson County, Tennessee",11492
47089,"Jefferson County, Tennessee",52651
47091,"Johnson County, Tennessee",17919
47093,"Knox County, Tennessee",448125
47095,"Lake County, Tennessee",7662
47097,"Lauderdale County, Tennessee",27340
47099,"Lawrence County, Tennessee",42297
47101,"Lewis County, Tennessee",11878
47103,"Lincoln County, Tennessee",33556
47105,"Loudon County, Tennessee",50646
47107,"McMinn County, Tennessee",52710
47109,"McNairy County, Tennessee",26114
47111,"Macon County, Tennessee",22942
47113,"Madison County, Tennessee",98130
47115,"Marion County, Tennessee",28373
47117,"Marshall County, Tennessee",31233
47119,"Maury County, Tennessee",85541
47121,"Meigs County, Tennessee",11744
47123,"Monroe County, Tennessee",45390
47125,"Montgomery County, Tennessee",189655
47127,"Moore County, Tennessee",6317
47129,"Morgan County, Tennessee",21742
47131,"Obion County, Tennessee",30875
47133,"Overton County, Tennessee",22002
47135,"Perry County, Tennessee",7845
47137,"Pickett County, Tennessee",5081
47139,"Polk County, Tennessee",16722
47141,"Putnam County, Tennessee",74878
47143,"Rhea County, Tennessee",32607
47145,"Roane County, Tennessee",52773
47147,"Robertson County, Tennessee",67923
47149,"Rutherford County, Tennessee",289095
47151,"Scott County, Tennessee",22026
47153,"Sequatchie County, Tennessee",14773
47155,"Sevier County, Tennessee",94696
47157,"Shelby County, Tennessee",937162
47159,"Smith County, Tennessee",19014
47161,"Stewart County, Tennessee",13243
47163,"Sullivan County, Tennessee",156784
47165,"Sumner County, Tennessee",172790
47167,"Tipton County, Tennessee",61672
47169,"Trousdale County, Tennessee",7990
47171,"Unicoi County, Tennessee",17914
47173,"Union County, Tennessee",18964
47175,"Van Buren County, Tennessee",5625
47177,"Warren County, Tennessee",40003
47179,"Washington County, Tennessee",125999
47181,"Wayne County, Tennessee",16846
47183,"Weakley County, Tennessee",34001
47185,"White County, Tennessee",26346
47187,"Williamson County, Tennessee",205317
47189,"Wilson County, Tennessee",125404
48001,"Anderson County, Texas",57725
48003,"Andrews County, Texas",17405
48005,"Angelina County, Texas",87628
48007,"Aransas County, Texas",24872
48009,"Archer County, Texas",8793
48011,"Armstrong County, Texas",1937
48013,"Atascosa County, Texas",47787
48015,"Austin County, Texas",28973
48017,"Bailey County, Texas",6970
48019,"Bandera County, Texas",20875
48021,"Bastrop County, Texas",77899
48023,"Baylor County, Texas",3600
48025,"Bee County, Texas",32884
48027,"Bell County, Texas",329348
48029,"Bexar County, Texas",1858749
48031,"Blanco County, Texas",10836
48033,"Borden County, Texas",653
48035,"Bosque County, Texas",17761
48037,"Bowie County, Texas",93458
48039,"Brazoria County, Texas",337777
48041,"Brazos County, Texas",208823
48043,"Brewster County, Texas",9123
48045,"Briscoe County, Texas",1537
48047,"Brooks County, Texas",7233
48049,"Brown County, Texas",37719
48051,"Burleson County, Texas",17292
48053,"Burnet County, Texas",44254
48055,"Caldwell County, Texas",39728
48057,"Calhoun County, Texas",21805
48059,"Callahan County, Texas",13523
48061,"Cameron County, Texas",419191
48063,"Camp County, Texas",12659
48065,"Carson County, Texas",6015
48067,"Cass County, Texas",30351
48069,"Castro County, Texas",7816
48071,"Chambers County, Texas",38063
48073,"Cherokee County, Texas",51007
48075,"Childress County, Texas",7059
48077,"Clay County, Texas",10356
48079,"Cochran County, Texas",2925
48081,"Coke County, Texas",3232
48083,"Coleman County, Texas",8417
48085,"Collin County, Texas",885175
48087,"Collingsworth County, Texas",3008
48089,"Colorado County, Texas",20669
48091,"Comal County, Texas",123487
48093,"Comanche County, Texas",13436
48095,"Concho County, Texas",4085
48097,"Cooke County, Texas",38739
48099,"Coryell County, Texas",75442
48101,"Cottle County, Texas",1432
48103,"Crane County, Texas",4928
48105,"Crockett County, Texas",3796
48107,"Crosby County, Texas",5883
48109,"Culberson County, Texas",2260
48111,"Dallam County, Texas",7096
48113,"Dallas County, Texas",2512281
48115,"Dawson County, Texas",13500
48117,"Deaf Smith County, Texas",19096
48119,"Delta County, Texas",5213
48121,"Denton County, Texas",752820
48123,"DeWitt County, Texas",20674
48125,"Dickens County, Texas",2205
48127,"Dimmit County, Texas",11026
48129,"Donley County, Texas",3503
48131,"Duval County, Texas",11530
48133,"Eastland County, Texas",18212
48135,"Ector County, Texas",154570
48137,"Edwards County, Texas",1892
48139,"Ellis County, Texas",159328
48141,"El Paso County, Texas",834190
48143,"Erath County, Texas",40668
48145,"Falls County, Texas",17141
48147,"Fannin County, Texas",33762
48149,"Fayette County, Texas",24863
48151,"Fisher County, Texas",3843
48153,"Floyd County, Texas",5977
48155,"Foard County, Texas",1268
48157,"Fort Bend County, Texas",684646
48159,"Franklin County, Texas",10522
48161,"Freestone County, Texas",19622
48163,"Frio County, Texas",18693
48165,"Gaines County, Texas",19400
48167,"Galveston County, Texas",313698
48169,"Garza County, Texas",6418
48171,"Gillespie County, Texas",25545
48173,"Glasscock County, Texas",1297
48175,"Goliad County, Texas",7496
48177,"Gonzales County, Texas",20372
48179,"Gray County, Texas",23420
48181,"Grayson County, Texas",123500
48183,"Gregg County, Texas",122967
48185,"Grimes County, Texas",27075
48187,"Guadalupe County, Texas",147230
48189,"Hale County, Texas",34537
48191,"Hall County, Texas",3094
48193,"Hamilton County, Texas",8173
48195,"Hansford County, Texas",5538
48197,"Hardeman County, Texas",3929
48199,"Hardin County, Texas",55539
48201,"Harris County, Texas",4441928
48203,"Harrison County, Texas",66514
48205,"Hartley County, Texas",6111
48207,"Haskell County, Texas",5782
48209,"Hays County, Texas",184951
48211,"Hemphill County, Texas",4161
48213,"Henderson County, Texas",79196
48215,"Hidalgo County, Texas",829088
48217,"Hill County, Texas",34713
48219,"Hockley County, Texas",23565
48221,"Hood County, Texas",53863
48223,"Hopkins County, Texas",35840
48225,"Houston County, Texas",22701
48227,"Howard County, Texas",36517
48229,"Hudspeth County, Texas",3243
48231,"Hunt County, Texas",88748
48233,"Hutchinson County, Texas",21840
48235,"Irion County, Texas",1567
48237,"Jack County, Texas",8857
48239,"Jackson County, Texas",14758
48241,"Jasper County, Texas",35560
48243,"Jeff Davis County, Texas",2199
48245,"Jefferson County, Texas",252219
48247,"Jim Hogg County, Texas",5261
48249,"Jim Wells County, Texas",41458
48251,"Johnson County, Texas",156903
48253,"Jones County, Texas",19852
48255,"Karnes County, Texas",14820
48257,"Kaufman County, Texas",111192
48259,"Kendall County, Texas",38830
48261,"Kenedy County, Texas",414
48263,"Kent County, Texas",769
48265,"Kerr County, Texas",50426
48267,"Kimble County, Texas",4439
48269,"King County, Texas",264
48271,"Kinney County, Texas",3510
48273,"Kleberg County, Texas",31946
48275,"Knox County, Texas",3851
48277,"Lamar County, Texas",49586
48279,"Lamb County, Texas",13547
48281,"Lampasas County, Texas",20204
48283,"La Salle County, Texas",7469
48285,"Lavaca County, Texas",19676
48287,"Lee County, Texas",16672
48289,"Leon County, Texas",16793
48291,"Liberty County, Texas",78192
48293,"Limestone County, Texas",23457
48295,"Lipscomb County, Texas",3555
48297,"Live Oak County, Texas",12075
48299,"Llano County, Texas",19457
48301,"Loving County, Texas",87
48303,"Lubbock County, Texas",295051
48305,"Lynn County, Texas",5743
48307,"McCulloch County, Texas",8177
48309,"McLennan County, Texas",243014
48311,"McMullen County, Texas",799
48313,"Madison County, Texas",13809
48315,"Marion County, Texas",10114
48317,"Martin County, Texas",5505
48319,"Mason County, Texas",4062
48321,"Matagorda County, Texas",36497
48323,"Maverick County, Texas",56915
48325,"Medina County, Texas",47848
48327,"Menard County, Texas",2154
48329,"Midland County, Texas",156059
48331,"Milam County, Texas",24210
48333,"Mills County, Texas",4859
48335,"Mitchell County, Texas",9073
48337,"Montague County, Texas",19386
48339,"Montgomery County, Texas",517985
48341,"Moore County, Texas",22146
48343,"Morris County, Texas",12684
48345,"Motley County, Texas",1151
48347,"Nacogdoches County, Texas",65278
48349,"Navarro County, Texas",47990
48351,"Newton County, Texas",14147
48353,"Nolan County, Texas",15102
48355,"Nueces County, Texas",356325
48357,"Ochiltree County, Texas",10673
48359,"Oldham County, Texas",2076
48361,"Orange County, Texas",83502
48363,"Palo Pinto County, Texas",27978
48365,"Panola County, Texas",23807
48367,"Parker County, Texas",122584
48369,"Parmer County, Texas",9918
48371,"Pecos County, Texas",15862
48373,"Polk County, Texas",46229
48375,"Potter County, Texas",122146
48377,"Presidio County, Texas",7040
48379,"Rains County, Texas",11018
48381,"Randall County, Texas",128684
48383,"Reagan County, Texas",3726
48385,"Real County, Texas",3355
48387,"Red River County, Texas",12460
48389,"Reeves County, Texas",14429
48391,"Refugio County, Texas",7364
48393,"Roberts County, Texas",921
48395,"Robertson County, Texas",16415
48397,"Rockwall County, Texas",87494
48399,"Runnels County, Texas",10379
48401,"Rusk County, Texas",53170
48403,"Sabine County, Texas",10331
48405,"San Augustine County, Texas",8534
48407,"San Jacinto County, Texas",27058
48409,"San Patricio County, Texas",66909
48411,"San Saba County, Texas",5828
48413,"Schleicher County, Texas",3156
48415,"Scurry County, Texas",17357
48417,"Shackelford County, Texas",3290
48419,"Shelby County, Texas",25594
48421,"Sherman County, Texas",3073
48423,"Smith County, Texas",219669
48425,"Somervell County, Texas",8657
48427,"Starr County, Texas",63036
48429,"Stephens County, Texas",9818
48431,"Sterling County, Texas",1358
48433,"Stonewall County, Texas",1400
48435,"Sutton County, Texas",3973
48437,"Swisher County, Texas",7586
48439,"Tarrant County, Texas",1944512
48441,"Taylor County, Texas",135090
48443,"Terrell County, Texas",905
48445,"Terry County, Texas",12774
48447,"Throckmorton County, Texas",1610
48449,"Titus County, Texas",32421
48451,"Tom Green County, Texas",116706
48453,"Travis County, Texas",1149668
48455,"Trinity County, Texas",14231
48457,"Tyler County, Texas",21365
48459,"Upshur County, Texas",40283
48461,"Upton County, Texas",3453
48463,"Uvalde County, Texas",27192
48465,"Val Verde County, Texas",48753
48467,"Van Zandt County, Texas",52824
48469,"Victoria County, Texas",91088
48471,"Walker County, Texas",69833
48473,"Waller County, Texas",46784
48475,"Ward County, Texas",11601
48477,"Washington County, Texas",34495
48479,"Webb County, Texas",266605
48481,"Wharton County, Texas",41228
48483,"Wheeler County, Texas",5688
48485,"Wichita County, Texas",133073
48487,"Wilbarger County, Texas",12956
48489,"Willacy County, Texas",21909
48491,"Williamson County, Texas",489143
48493,"Wilson County, Texas",46391
48495,"Winkler County, Texas",7786
48497,"Wise County, Texas",61717
48499,"Wood County, Texas",43171
48501,"Yoakum County, Texas",8324
48503,"Young County, Texas",18326
48505,"Zapata County, Texas",14338
48507,"Zavala County, Texas",12175
49001,"Beaver County, Utah",6424
49003,"Box Elder County, Utah",51435
49005,"Cache County, Utah",118177
49007,"Carbon County, Utah",20659
49009,"Daggett County, Utah",1127
49011,"Davis County, Utah",329448
49013,"Duchesne County, Utah",20260
49015,"Emery County, Utah",10625
49017,"Garfield County, Utah",4995
49019,"Grand County, Utah",9420
49021,"Iron County, Utah",47185
49023,"Juab County, Utah",10421
49025,"Kane County, Utah",7228
49027,"Millard County, Utah",12560
49029,"Morgan County, Utah",10636
49031,"Piute County, Utah",1479
49033,"Rich County, Utah",2274
49035,"Salt Lake County, Utah",1091389
49037,"San Juan County, Utah",15208
49039,"Sanpete County, Utah",28367
49041,"Sevier County, Utah",20821
49043,"Summit County, Utah",39005
49045,"Tooele County, Utah",61599
49047,"Uintah County, Utah",36958
49049,"Utah County, Utah",561232
49051,"Wasatch County, Utah",27789
49053,"Washington County, Utah",151857
49055,"Wayne County, Utah",2722
49057,"Weber County, Utah",240536
50001,"Addison County, Vermont",36979
50003,"Bennington County, Vermont",36476
50005,"Caledonia County, Vermont",30971
50007,"Chittenden County, Vermont",160850
50009,"Essex County, Vermont",6124
50011,"Franklin County, Vermont",48714
50013,"Grand Isle County, Vermont",6973
50015,"Lamoille County, Vermont",25112
50017,"Orange County, Vermont",28868
50019,"Orleans County, Vermont",27080
50021,"Rutland County, Vermont",60179
50023,"Washington County, Vermont",59003
50025,"Windham County, Vermont",43733
50027,"Windsor County, Vermont",55922
51001,"Accomack County, Virginia",33024
51003,"Albemarle County, Virginia",104235
51005,"Alleghany County, Virginia",15884
51007,"Amelia County, Virginia",12764
51009,"Amherst County, Virginia",32060
51011,"Appomattox County, Virginia",15273
51013,"Arlington County, Virginia",225702
51015,"Augusta County, Virginia",74198
51017,"Bath County, Virginia",4560
51019,"Bedford County, Virginia",77087
51021,"Bland County, Virginia",6600
51023,"Botetourt County, Virginia",33128
51025,"Brunswick County, Virginia",16473
51027,"Buchanan County, Virginia",23223
51029,"Buckingham County, Virginia",16916
51031,"Campbell County, Virginia",55182
51033,"Caroline County, Virginia",29803
51035,"Carroll County, Virginia",29622
51036,"Charles City County, Virginia",7016
51037,"Charlotte County, Virginia",12155
51041,"Chesterfield County, Virginia",332537
51043,"Clarke County, Virginia",14334
51045,"Craig County, Virginia",5233
51047,"Culpeper County, Virginia",49068
51049,"Cumberland County, Virginia",9816
51051,"Dickenson County, Virginia",15281
51053,"Dinwiddie County, Virginia",28129
51057,"Essex County, Virginia",11071
51059,"Fairfax County, Virginia",1135388
51061,"Fauquier County, Virginia",68379
51063,"Floyd County, Virginia",15584
51065,"Fluvanna County, Virginia",26009
51067,"Franklin County, Virginia",56228
51069,"Frederick County, Virginia",82454
51071,"Giles County, Virginia",16808
51073,"Gloucester County, Virginia",37120
51075,"Goochland County, Virginia",21934
51077,"Grayson County, Virginia",15161
51079,"Greene County, Virginia",19102
51081,"Greensville County, Virginia",11527
51083,"Halifax County, Virginia",35219
51085,"Hanover County, Virginia",101846
51087,"Henrico County, Virginia",322685
51089,"Henry County, Virginia",52168
51091,"Highland County, Virginia",2252
51093,"Isle of Wight County, Virginia",36048
51095,"James City County, Virginia",72104
51097,"King and Queen County, Virginia",7168
51099,"King George County, Virginia",25310
51101,"King William County, Virginia",16143
51103,"Lancaster County, Virginia",10994
51105,"Lee County, Virginia",24903
51107,"Loudoun County, Virginia",362798
51109,"Louisa County, Virginia",34349
51111,"Lunenburg County, Virginia",12483
51113,"Madison County, Virginia",13109
51115,"Mathews County, Virginia",8789
51117,"Mecklenburg County, Virginia",31126
51119,"Middlesex County, Virginia",10633
51121,"Montgomery County, Virginia",97348
51125,"Nelson County, Virginia",14873
51127,"New Kent County, Virginia",20019
51131,"Northampton County, Virginia",12064
51133,"Northumberland County, Virginia",12265
51135,"Nottoway County, Virginia",15519
51137,"Orange County, Virginia",34873
51139,"Page County, Virginia",23827
51141,"Patrick County, Virginia",18228
51143,"Pittsylvania County, Virginia",62483
51145,"Powhatan County, Virginia",28477
51147,"Prince Edward County, Virginia",23055
51149,"Prince George County, Virginia",37545
51153,"Prince William County, Virginia",443863
51155,"Pulaski County, Virginia",34315
51157,"Rappahannock County, Virginia",7361
51159,"Richmond County, Virginia",8841
51161,"Roanoke County, Virginia",93720
51163,"Rockbridge County, Virginia",22488
51165,"Rockingham County, Virginia",78318
51167,"Russell County, Virginia",27998
51169,"Scott County, Virginia",22373
51171,"Shenandoah County, Virginia",42845
51173,"Smyth County, Virginia",31513
51175,"Southampton County, Virginia",18282
51177,"Spotsylvania County, Virginia",129318
51179,"Stafford County, Virginia",140046
51181,"Surry County, Virginia",6793
51183,"Sussex County, Virginia",11731
51185,"Tazewell County, Virginia",43429
51187,"Warren County, Virginia",39105
51191,"Washington County, Virginia",54534
51193,"Westmoreland County, Virginia",17423
51195,"Wise County, Virginia",39925
51197,"Wythe County, Virginia",29059
51199,"York County, Virginia",66628
51510,"Alexandria city, Virginia",151206
51520,"Bristol city, Virginia",17302
51530,"Buena Vista city, Virginia",6578
51540,"Charlottesville city, Virginia",45305
51550,"Chesapeake city, Virginia",233652
51570,"Colonial Heights city, Virginia",17488
51580,"Covington city, Virginia",5667
51590,"Danville city, Virginia",42395
51595,"Emporia city, Virginia",5585
51600,"Fairfax city, Virginia",23537
51610,"Falls Church city, Virginia",13505
51620,"Franklin city, Virginia",8392
51630,"Fredericksburg city, Virginia",28190
51640,"Galax city, Virginia",6887
51650,"Hampton city, Virginia",137754
51660,"Harrisonburg city, Virginia",52147
51670,"Hopewell city, Virginia",22130
51678,"Lexington city, Virginia",7062
51680,"Lynchburg city, Virginia",78407
51683,"Manassas city, Virginia",41264
51685,"Manassas Park city, Virginia",15902
51690,"Martinsville city, Virginia",13511
51700,"Newport News city, Virginia",182420
51710,"Norfolk city, Virginia",246245
51720,"Norton city, Virginia",4038
51730,"Petersburg city, Virginia",32097
51735,"Poquoson city, Virginia",12027
51740,"Portsmouth city, Virginia",95994
51750,"Radford city, Virginia",17374
51760,"Richmond city, Virginia",216541
51770,"Roanoke city, Virginia",99791
51775,"Salem city, Virginia",25318
51790,"Staunton city, Virginia",24390
51800,"Suffolk city, Virginia",86899
51810,"Virginia Beach city, Virginia",450116
51820,"Waynesboro city, Virginia",21254
51830,"Williamsburg city, Virginia",14915
51840,"Winchester city, Virginia",27408
53001,"Adams County, Washington",19127
53003,"Asotin County, Washington",22177
53005,"Benton County, Washington",186562
53007,"Chelan County, Washington",74418
53009,"Clallam County, Washington",72722
53011,"Clark County, Washington",449647
53013,"Columbia County, Washington",3968
53015,"Cowlitz County, Washington",102106
53017,"Douglas County, Washington",39840
53019,"Ferry County, Washington",7643
53021,"Franklin County, Washington",87768
53023,"Garfield County, Washington",2210
53025,"Grant County, Washington",92723
53027,"Grays Harbor County, Washington",70779
53029,"Island County, Washington",79266
53031,"Jefferson County, Washington",30204
53033,"King County, Washington",2078886
53035,"Kitsap County, Washington",254272
53037,"Kittitas County, Washington",42518
53039,"Klickitat County, Washington",20866
53041,"Lewis County, Washington",75115
53043,"Lincoln County, Washington",10243
53045,"Mason County, Washington",60706
53047,"Okanogan County, Washington",41236
53049,"Pacific County, Washington",20575
53051,"Pend Oreille County, Washington",12930
53053,"Pierce County, Washington",830198
53055,"San Juan County, Washington",16021
53057,"Skagit County, Washington",120303
53059,"Skamania County, Washington",11338
53061,"Snohomish County, Washington",757958
53063,"Spokane County, Washington",484337
53065,"Stevens County, Washington",43573
53067,"Thurston County, Washington",265809
53069,"Wahkiakum County, Washington",4058
53071,"Walla Walla County, Washington",59658
53073,"Whatcom County, Washington",208325
53075,"Whitman County, Washington",46936
53077,"Yakima County, Washington",247175
54001,"Barbour County, West Virginia",16914
54003,"Berkeley County, West Virginia",110238
54005,"Boone County, West Virginia",23696
54007,"Braxton County, West Virginia",14451
54009,"Brooke County, West Virginia",23528
54011,"Cabell County, West Virginia",96632
54013,"Calhoun County, West Virginia",7512
54015,"Clay County, West Virginia",8934
54017,"Doddridge County, West Virginia",8272
54019,"Fayette County, West Virginia",45242
54021,"Gilmer County, West Virginia",8505
54023,"Grant County, West Virginia",11697
54025,"Greenbrier County, West Virginia",35516
54027,"Hampshire County, West Virginia",23488
54029,"Hancock County, West Virginia",30101
54031,"Hardy County, West Virginia",13999
54033,"Harrison County, West Virginia",68793
54035,"Jackson County, West Virginia",29138
54037,"Jefferson County, West Virginia",55642
54039,"Kanawha County, West Virginia",190167
54041,"Lewis County, West Virginia",16456
54043,"Lincoln County, West Virginia",21612
54045,"Logan County, West Virginia",35295
54047,"McDowell County, West Virginia",20291
54049,"Marion County, West Virginia",56776
54051,"Marshall County, West Virginia",32314
54053,"Mason County, West Virginia",27076
54055,"Mercer County, West Virginia",61646
54057,"Mineral County, West Virginia",27600
54059,"Mingo County, West Virginia",25691
54061,"Monongalia County, West Virginia",103037
54063,"Monroe County, West Virginia",13583
54065,"Morgan County, West Virginia",17515
54067,"Nicholas County, West Virginia",25705
54069,"Ohio County, West Virginia",43161
54071,"Pendleton County, West Virginia",7288
54073,"Pleasants County, West Virginia",7675
54075,"Pocahontas County, West Virginia",8647
54077,"Preston County, West Virginia",33872
54079,"Putnam County, West Virginia",56845
54081,"Raleigh County, West Virginia",78238
54083,"Randolph County, West Virginia",29308
54085,"Ritchie County, West Virginia",10000
54087,"Roane County, West Virginia",14606
54089,"Summers County, West Virginia",13304
54091,"Taylor County, West Virginia",17044
54093,"Tucker County, West Virginia",6905
